Station #8 :	tzi43	
Distance :	317.823	
Coordinates XYZ :	646167.178	1893036.911	545.91	
err	1.2	
#	t,s	ro_a_o	ro_a_c	u_t_o	u_t_c	
1	2.146e-05	23.7234	23.6989	10950	10967.0006	
2	2.549e-05	22.1997	22.0748	7867	7933.8634	
3	2.95e-05	20.9162	20.7291	5970	6051.0112	
4	3.528e-05	19.3878	19.1737	4277	4348.8526	
5	4.33e-05	17.753	17.6216	2925	2957.7846	
6	5.14e-05	16.5118	16.531	2124	2120.3069	
7	5.941e-05	15.6411	15.7689	1604	1584.5416	
8	7.095e-05	14.8097	15.0241	1117	1093.1739	
9	8.707e-05	14.1379	14.3898	717.8	699.0353	
10	0.0001032	13.8635	14.0471	483.8	474.3452	
11	0.0001192	13.7995	13.8539	339.3	337.307	
12	0.0001423	13.8496	13.7544	216.7	218.9538	
13	0.0001745	14.0537	13.8043	127.3	130.7658	
#	Resistivity	Polarizability	Time constant	C exponent	Magnetic permeability	h	z	
1	25	1	0.5	0.5	1	7.6	0	
2	30.78	1	0.5	0.5	1	1.08	7.6	
3	29.135	1	0.5	0.5	1	1.185	8.68	
4	26.155	1	0.5	0.5	1	1.298	9.865	
5	22.288	1	0.5	0.5	1	1.419	11.163	
6	18.073	1	0.5	0.5	1	1.551	12.582	
7	14.052	1	0.5	0.5	1	1.695	14.133	
8	10.673	1	0.5	0.5	1	1.856	15.828	
9	8.213	1	0.5	0.5	1	2.042	17.684	
10	6.787	1	0.5	0.5	1	2.257	19.726	
11	6.452	1	0.5	0.5	1	2.492	21.983	
12	7.355	1	0.5	0.5	1	2.732	24.475	
13	9.79	1	0.5	0.5	1	2.984	27.207	
14	13.983	1	0.5	0.5	1	3.277	30.191	
15	19.564	1	0.5	0.5	1	3.632	33.468	
16	25.383	1	0.5	0.5	1	4.05	37.1	
17	30.198	1	0.5	0.5	1	4.516	41.149	
18	33.471	1	0.5	0.5	1	5.017	45.666	
19	35.395	1	0.5	0.5	1	5.548	50.683	
20	36.521	1	0.5	0.5	1	56.231	
