Station #4 :	tzi16	
Distance :	146.932	
Coordinates XYZ :	646050.631	1893162.018	545.91	
err	0.8	
#	t,s	ro_a_o	ro_a_c	u_t_o	u_t_c	
1	2.146e-05	26.5821	26.2801	9232	9391.6058	
2	2.549e-05	25.264	25.117	6480	6536.9926	
3	2.95e-05	24.0866	24.0189	4831	4851.4215	
4	3.528e-05	22.6283	22.5519	3392	3409.2435	
5	4.33e-05	20.7426	20.8279	2316	2301.7946	
6	5.14e-05	19.3213	19.3934	1678	1668.6489	
7	5.941e-05	18.1329	18.2226	1285	1275.5256	
8	7.095e-05	16.8817	16.8674	917.8	918.9716	
9	8.707e-05	15.4276	15.4155	629.7	630.444	
10	0.0001032	14.4024	14.3317	456.9	460.2866	
11	0.0001192	13.5999	13.482	346.8	351.3567	
12	0.0001423	12.6176	12.5534	249.2	251.1128	
13	0.0001745	11.437	11.6295	173.4	169.1114	
#	Resistivity	Polarizability	Time constant	C exponent	Magnetic permeability	h	z	
1	25	1	0.5	0.5	1	17.9	0	
2	9.526	1	0.5	0.5	1	1.09	17.9	
3	9.038	1	0.5	0.5	1	1.198	18.99	
4	8.274	1	0.5	0.5	1	1.318	20.188	
5	7.43	1	0.5	0.5	1	1.452	21.506	
6	6.659	1	0.5	0.5	1	1.601	22.958	
7	6.053	1	0.5	0.5	1	1.766	24.56	
8	5.643	1	0.5	0.5	1	1.948	26.326	
9	5.414	1	0.5	0.5	1	2.146	28.274	
10	5.315	1	0.5	0.5	1	2.361	30.42	
11	5.292	1	0.5	0.5	1	2.596	32.78	
12	5.318	1	0.5	0.5	1	2.855	35.376	
13	5.424	1	0.5	0.5	1	3.142	38.231	
14	5.682	1	0.5	0.5	1	3.458	41.373	
15	6.174	1	0.5	0.5	1	3.804	44.831	
16	6.964	1	0.5	0.5	1	4.182	48.635	
17	8.088	1	0.5	0.5	1	4.598	52.817	
18	9.537	1	0.5	0.5	1	5.055	57.415	
19	11.239	1	0.5	0.5	1	5.56	62.47	
20	13.038	1	0.5	0.5	1	68.03	
