Station #5 :	met5	
Distance :	210.08	
Coordinates XYZ :	645108.208	1894555.103	548.5	
err	1.7	
#	t,s	ro_a_o	ro_a_c	u_t_o	u_t_c	
1	2.146e-05	28.8526	28.8826	8164	8151.2549	
2	2.549e-05	28.0129	27.9391	5550	5571.9828	
3	2.95e-05	27.4264	27.2087	3976	4023.8186	
4	3.528e-05	26.6561	26.4117	2653	2689.9159	
5	4.33e-05	25.8059	25.7382	1669	1675.5885	
6	5.14e-05	25.4497	25.377	1110	1114.7721	
7	5.941e-05	25.0457	25.2422	791.6	782.3748	
8	7.095e-05	24.9898	25.32	509.6	499.6631	
9	8.707e-05	25.2131	25.6939	301.4	292.9798	
10	0.0001032	25.6092	26.2956	192.7	185.2045	
11	0.0001192	26.3079	26.9662	128.9	124.2088	
12	0.0001423	28.048	28.0372	75.19	75.2333	
13	0.0001745	31.6481	29.6543	37.67	41.5322	
#	Resistivity	Polarizability	Time constant	C exponent	Magnetic permeability	h	z	
1	30	1	0.5	0.5	1	17.1	0	
2	25	1	0.5	0.5	1	1.093	17.1	
3	20.067	1	0.5	0.5	1	1.201	18.193	
4	19.304	1	0.5	0.5	1	1.321	19.394	
5	18.472	1	0.5	0.5	1	1.452	20.715	
6	17.787	1	0.5	0.5	1	1.596	22.167	
7	17.466	1	0.5	0.5	1	1.754	23.763	
8	17.74	1	0.5	0.5	1	1.927	25.517	
9	18.873	1	0.5	0.5	1	2.115	27.444	
10	21.206	1	0.5	0.5	1	2.32	29.559	
11	25.206	1	0.5	0.5	1	2.544	31.879	
12	31.515	1	0.5	0.5	1	2.793	34.423	
13	40.987	1	0.5	0.5	1	3.072	37.216	
14	54.647	1	0.5	0.5	1	3.386	40.287	
15	73.472	1	0.5	0.5	1	3.739	43.674	
16	97.879	1	0.5	0.5	1	4.131	47.413	
17	127.013	1	0.5	0.5	1	4.563	51.544	
18	158.498	1	0.5	0.5	1	5.035	56.107	
19	189.74	1	0.5	0.5	1	5.551	61.143	
20	221.168	1	0.5	0.5	1	66.694	
