Station #2 :	met2	
Distance :	50.025	
Coordinates XYZ :	645264.333	1894519.57	548.5	
err	4.3	
#	t,s	ro_a_o	ro_a_c	u_t_o	u_t_c	
1	2.146e-05	34.0394	33.2347	6371	6603.781	
2	2.549e-05	34.6922	34.0089	4027	4148.9724	
3	2.95e-05	35.9176	34.8179	2653	2779.6798	
4	3.528e-05	37.2653	35.8725	1605	1699.3796	
5	4.33e-05	39.2843	37.2551	888.6	962.1773	
6	5.14e-05	39.9349	38.5188	564.7	596.1258	
7	5.941e-05	41.025	39.6348	377.6	397.6395	
8	7.095e-05	42.6695	41.1155	228.4	241.4712	
9	8.707e-05	44.5326	42.7713	128.4	136.4124	
10	0.0001032	45.623	44.2223	81.04	84.9206	
11	0.0001192	46.8038	45.4424	54.32	56.7792	
12	0.0001423	50.1702	46.9508	31.43	34.7175	
13	0.0001745	49.6167	48.7402	19.19	19.71	
#	Resistivity	Polarizability	Time constant	C exponent	Magnetic permeability	h	z	
1	30	1	0.5	0.5	1	16.9	0	
2	25	1	0.5	0.5	1	1.108	16.9	
3	123.398	1	0.5	0.5	1	1.219	18.008	
4	116.679	1	0.5	0.5	1	1.341	19.227	
5	107.887	1	0.5	0.5	1	1.473	20.568	
6	98.021	1	0.5	0.5	1	1.619	22.041	
7	88.051	1	0.5	0.5	1	1.779	23.66	
8	78.824	1	0.5	0.5	1	1.955	25.439	
9	70.993	1	0.5	0.5	1	2.149	27.394	
10	65.01	1	0.5	0.5	1	2.364	29.543	
11	61.144	1	0.5	0.5	1	2.601	31.907	
12	59.518	1	0.5	0.5	1	2.862	34.508	
13	60.118	1	0.5	0.5	1	3.147	37.37	
14	62.741	1	0.5	0.5	1	3.459	40.517	
15	66.86	1	0.5	0.5	1	3.801	43.975	
16	71.48	1	0.5	0.5	1	4.177	47.776	
17	75.169	1	0.5	0.5	1	4.593	51.953	
18	76.498	1	0.5	0.5	1	5.053	56.547	
19	74.832	1	0.5	0.5	1	5.561	61.6	
20	70.875	1	0.5	0.5	1	67.161	
