Station #9 :	met9	
Distance :	440.623	
Coordinates XYZ :	644880.136	1894593.894	548.5	
err	1.5	
#	t,s	ro_a_o	ro_a_c	u_t_o	u_t_c	
1	2.146e-05	27.4181	28.2421	8813	8430.1164	
2	2.549e-05	26.9455	27.4286	5883	5728.2902	
3	2.95e-05	26.8444	26.875	4106	4098.9778	
4	3.528e-05	26.616	26.3361	2659	2701.5075	
5	4.33e-05	26.2912	25.9606	1623	1654.1025	
6	5.14e-05	26.1452	25.7971	1066	1087.6523	
7	5.941e-05	25.7037	25.7684	761.4	758.5342	
8	7.095e-05	25.8527	25.8876	484.3	483.3207	
9	8.707e-05	25.6577	26.1487	293.6	285.3687	
10	0.0001032	26.127	26.5056	187	183.0073	
11	0.0001192	26.8809	26.8417	124.8	125.074	
12	0.0001423	27.5852	27.3089	77.09	78.263	
13	0.0001745	28.169	27.9165	44.86	45.47	
#	Resistivity	Polarizability	Time constant	C exponent	Magnetic permeability	h	z	
1	30	1	0.5	0.5	1	18.5	0	
2	25	1	0.5	0.5	1	1.095	18.5	
3	12.427	1	0.5	0.5	1	1.202	19.595	
4	14.209	1	0.5	0.5	1	1.319	20.796	
5	16.768	1	0.5	0.5	1	1.449	22.116	
6	20.02	1	0.5	0.5	1	1.594	23.565	
7	23.814	1	0.5	0.5	1	1.756	25.159	
8	27.915	1	0.5	0.5	1	1.936	26.915	
9	32.02	1	0.5	0.5	1	2.134	28.851	
10	35.792	1	0.5	0.5	1	2.352	30.985	
11	38.92	1	0.5	0.5	1	2.591	33.336	
12	41.186	1	0.5	0.5	1	2.852	35.927	
13	42.515	1	0.5	0.5	1	3.139	38.779	
14	42.982	1	0.5	0.5	1	3.454	41.919	
15	42.773	1	0.5	0.5	1	3.8	45.373	
16	42.112	1	0.5	0.5	1	4.18	49.173	
17	41.199	1	0.5	0.5	1	4.598	53.353	
18	40.183	1	0.5	0.5	1	5.057	57.95	
19	39.183	1	0.5	0.5	1	5.561	63.007	
20	38.339	1	0.5	0.5	1	68.568	
